id,group,group_at_test,date,height,mass,ift,x10m,x20m,dob,year,Maturity_offset,time_point,age_at_test,cutoff_year,season_start,age_sept1,age_group,max_force,rel_max_force,cmj_height,cmj_rsi,rj_ct,rj_height,rj_rsi
RTC87,DS,u16s,2023-09-09,156.9,43.4,16.5,1.92,3.38,2010-09-27,24_25,0.7357431986088683,Autumn 2023,12.95,2023,2023-09-01,12,u14s,1171,26.981566820276498,27.3,0.36,152,28,1.84
RTC87,DS,u14s,2024-02-23,160,46.4,NA,2.03,3.46,2010-09-27,24_25,1.2081532924590168,Feb 2024,13.41,2023,2023-09-01,12,u14s,1397,30.107758620689655,23.9,0.35,132,20.1,1.53
RTC87,DS,u14s,2024-04-05,166.2,48,NA,2,3.5,2010-09-27,24_25,1.7775488984884869,April 2024,13.52,2023,2023-09-01,12,u14s,1533,31.9375,26.3,0.38,151,25.8,1.71
RTC88,u16s,NA,2024-08-28,172.6,70.4,17,1.96,NA,2009-10-25,25_26,3.285834735978116,August 2024,14.84,2023,2023-09-01,13,u14s,1947,27.656249999999996,19.9,0.29,170,14.2,0.84
RTC88,u16s,u14s,2024-04-05,170.2,70.2,17.5,2.06,3.6,2009-10-25,25_26,2.858982418429329,April 2024,14.45,2023,2023-09-01,13,u14s,1837,26.168091168091166,20.6,0.38,212,16.5,0.78
RTC88,u16s,u16s,2023-09-09,165.6,61.6,17.5,1.94,3.43,2009-10-25,25_26,2.113731879791739,Autumn 2023,13.87,2023,2023-09-01,13,u14s,1287,20.892857142857142,21.8,0.35,188,16,0.85
RTC88,u16s,u14s,2024-02-16,170,69.9,17,2.02,3.47,2009-10-25,25_26,2.784758433288328,Feb 2024,14.31,2023,2023-09-01,13,u14s,1441,20.615164520743917,22.1,0.32,217,19.2,0.89
RTC88,u16s,u16s,2026-01-05,175.5,75.2,NA,NA,NA,2009-10-25,25_26,4.427612292172499,Jan 2026,16.2,2025,2025-09-01,15,u16s,2584,34.361702127659576,26.4,0.34,167,16.6,0.99
RTC88,u16s,NA,2026-04-28,175.2,80.4,18,1.94,3.39,2009-10-25,25_26,4.687858741917805,April 2026,16.51,2025,2025-09-01,15,u16s,2351,29.241293532338307,25.3,0.32,178,15.7,0.89
RTC88,u16s,u16s,2025-09-09,175.6,76.2,18,1.9,3.32,2009-10-25,25_26,4.234267132475955,September 2025,15.87,2025,2025-09-01,15,u16s,NA,NA,26.4,0.37,166,16.3,0.99
RTC88,u16s,u16s,2025-04-15,175.7,76.7,18,1.94,3.38,2009-10-25,25_26,3.9950506856232666,April 2025,15.47,2024,2024-09-01,14,u16s,2152,28.057366362451106,27.8,0.35,175,16.5,0.94
RTC89,u16s,u14s,2024-02-16,159,46.5,17,1.99,3.47,2010-02-24,24_25,1.5170635864150928,Feb 2024,13.98,2023,2023-09-01,13,u14s,998,21.462365591397848,21.6,0.32,190,20.1,1.06
RTC89,u16s,NA,2024-08-29,158.65,47.3,16.5,1.98,3.45,2010-02-24,24_25,1.7756572165044782,August 2024,14.51,2023,2023-09-01,13,u14s,1106,23.38266384778013,20.7,0.34,170,22.4,1.32
RTC90,u16s,NA,2024-08-28,162.5,51.7,17,2.02,NA,2009-10-04,25_26,2.3839724198680106,August 2024,14.9,2023,2023-09-01,13,u14s,1430,27.659574468085104,27.9,0.49,182,24.5,1.34
RTC90,u16s,u14s,2024-04-04,160.6,50.8,17,2.1438461538461535,3.7405,2009-10-04,25_26,2.0123708000448293,April 2024,14.5,2023,2023-09-01,13,u14s,1281,25.216535433070867,21.3,0.37,194,17.3,0.89
RTC90,u16s,u16s,2025-09-09,163.2,55,17,2.03,3.59,2009-10-04,25_26,3.0915717859049128,September 2025,15.93,2025,2025-09-01,15,u16s,NA,NA,25.1,0.44,200,26.1,1.3
RTC90,u16s,u16s,2025-04-16,164.4,55.1,17,2.11,3.7,2009-10-04,25_26,2.917519252384492,April 2025,15.53,2024,2024-09-01,14,u16s,1508,27.36842105263158,24.5,0.36,224,16.4,0.73
RTC90,u16s,u14s,2024-02-23,161,50.6,17,2.07,3.53,2009-10-04,25_26,1.9852916907524667,Feb 2024,14.39,2023,2023-09-01,13,u14s,1195,23.616600790513832,25.1,0.37,174,16.7,0.96
RTC91,DS,u14s,2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,Autumn 2023,NA,2023,2023-09-01,NA,NA,NA,NA,18.3,0.32,164,19,1.16
RTC92,u16s,u14s,2024-04-04,167.2,51.2,16.5,2.101794871794872,3.6585,2009-09-29,24_25,2.379948412272359,April 2024,14.51,2023,2023-09-01,13,u14s,1646,32.1484375,17.8,0.33,187,20.7,1.11
RTC92,u16s,NA,2024-08-29,168.2,52,16.5,2.08,3.66,2009-09-29,24_25,2.7199539353993654,August 2024,14.92,2023,2023-09-01,13,u14s,1310,25.192307692307693,18.5,0.28,165,20.5,1.24
RTC92,u16s,u16s,2025-04-16,170.1,54,17.5,2.12,3.68,2009-09-29,24_25,3.26541505039203,April 2025,15.55,2024,2024-09-01,14,u16s,1845,34.166666666666664,20.1,0.28,160,19.1,1.19
RTC93,DS,u16s,2024-04-05,171.3,61.8,16,2.02,3.46,NA,NA,NA,April 2024,NA,2023,2023-09-01,NA,NA,1519,24.57928802588997,20.3,0.4,265,23.8,0.9
RTC94,u16s,u16s,2024-04-09,156.8,48.4,NA,2.04,3.56,2008-06-17,24_25,2.3957734079598527,April 2024,15.81,2023,2023-09-01,15,u16s,1352,27.933884297520663,25.4,0.35,162,18.4,1.13
RTC94,u16s,NA,2024-08-29,165,52.3,17.5,1.98,3.41,2008-06-17,24_25,3.334854655272726,August 2024,16.2,2023,2023-09-01,15,u16s,1154,22.06500956022945,27.9,0.34,184,23.9,1.3
